Chemical Name;Chemical ID;CAS RN;Disease Name;Disease ID;Direct Evidence;Inference Network;Inference Score;Reference Count;;;;;;;;;;;
Genistein;D019833;446-72-0;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCC5|ABCG2|ACKR3|AGER|AHR|ANKRD55|ANXA3|ATIC|BDKRB2|BMP4|CALD1|CAT|CCL8|CCN1|CCN2|CD2|CDK6|COL2A1|CP|CRP|CSF2|CTSD|CXCL8|CXCR4|CYBB|DDIT4|DHFR|ENO1|F2|FASLG|FKBP5|GC|GGH|GPRC5A|HDAC1|HSD11B1|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL6|IL6R|IRAK1|LCN2|MMP10|MMP12|MMP2|MPO|NFKBIE|PLB1|POU3F1|PRKCQ|PTGS1|PTGS2|PTK2|PTPRC|PXK|RASGRP1|REL|RUNX2|SOD2|ST6GALNAC5|STAT1|STAT4|STS|TLR2|TMPO|TNF|TNFRSF11B|TNFRSF14|TNFSF14|VEGFA;72.62;40;;;;;;;;;;;
Dextran Sulfate;D016264;9042-14-2;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ABCC3|ABCC4|ABCC5|ABCG2|ACKR3|ADORA2A|AHR|ALOX5|ATIC|BDKRB2|BGN|CAT|CCL8|CD28|CP|CSF2|CTSD|CXCL2|CXCL8|CYBB|ENO1|FOXP3|GRK6|HSD11B1|IFNG|IKZF3|IL10|IL18|IL1B|IL1RN|IL23A|IL6|IL6ST|IRAK1|ITGA6|LCN2|MIF|MMP10|MMP12|MMP2|MPO|NFKBIL1|PLEK|PRKCQ|PTGS2|PTPRC|SLC11A1|SLC22A4|STAT1|TAGAP|TNF|TNFSF14|TRAF6|VEGFA;72.02;31;;;;;;;;;;;
sodium arsenite;C017947;13768-07-5;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCC4|ABCG2|ACAN|ACKR3|ADIPOQ|AFF3|AGER|AHR|ALOX5|ANKRD55|ANXA3|ARID5B|ATIC|B3GNT2|B3GNT9|BAIAP2L1|BCL2A1|BDKRB2|BGN|BLK|BMP4|BMP6|CALD1|CAT|CAV2|CCL8|CCN1|CCN2|CCR6|CD2|CD28|CD40|CD5|CD83|CDK6|CIITA|COL2A1|CP|CRP|CSF2|CTSD|CXCL2|CXCL6|CXCL8|CXCR4|CYBB|DDIT4|DHFR|DNASE1L3|ENO1|F2|FASLG|FKBP5|FOXP3|GART|GATA3|GC|GPRC5A|GRK2|HAPLN1|HCLS1|HDAC1|HOXD10|HOXD11|HOXD13|HSD11B1|IFNG|IGFBP3|IKZF3|IL10|IL18|IL1B|IL1RN|IL23A|IL2RA|IL2RB|IL6|IL6R|IL6ST|IRAK1|IRF8|ITGA6|KIF5A|LCN2|LY96|MAB21L2|MARCKS|MGARP|MIF|MMEL1|MMP10|MMP2|MPO|MTHFR|NCF1|NCF2|NDUFA4L2|NR4A3|PLB1|PLD4|PLEK|PON1|POU3F1|PRDM1|PRKCQ|PSG5|PTGS1|PTGS2|PTK2|PTPN22|PTPRC|PXK|RASGRP1|RBPJ|RCAN1|REL|RGMB|RUNX1|RUNX2|SLC22A4|SLC25A12|SMS|SNHG14|SOD2|ST6GALNAC5|STAT1|STAT4|TFPI2|TLE3|TMPO|TNF|TNFAIP2|TNFAIP3|TNFRSF11B|TRAF1|TRAF6|TXNDC5|TXNIP|TYK2|VEGFA;71.85;52;;;;;;;;;;;
Glucosamine;D005944;3416-24-8;Arthritis, Rheumatoid;MESH:D001172;;ACAN|ADIPOQ|BGN|BMP4|BMP6|CCN2|CD28|COL2A1|CSF2|CTSD|CXCL2|CXCL8|HAPLN1|IFNG|IGFBP3|IL1B|IL6|LCN2|MMP10|MMP12|MMP2|MPO|PTGS2|RUNX2|STAT1|TNF|TNFRSF11B|TRAF6|TXNIP|VEGFA;71.55;23;;;;;;;;;;;
Nicotine;D009538;;Arthritis, Rheumatoid;MESH:D001172;;ABCG2|ACAN|ADORA2A|AHR|ALOX5|BCL2A1|BMP4|CAT|CAV2|CCN1|CCN2|CCR6|CDK6|COL2A1|CRP|CSF2|CXCL2|CXCL8|CXCR4|DDIT4|DHFR|ENO1|F2|FASLG|FOXP3|HDAC1|HSD11B1|IFNG|IL10|IL18|IL1B|IL1RN|IL6|IRAK1|IRF8|MMP2|MPO|NCF1|NFKBIE|PON1|PTGS2|PTK2|SOD2|STAT1|TFPI2|TNF|TNFRSF11B|TXNIP|VEGFA;71.53;33;;;;;;;;;;;
lipopolysaccharide; Escherichia coli O111 B4;C440499;;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ALOX5|CAT|CSF2|CXCL2|CXCL8|CXCR4|CYBB|IFNG|IL10|IL18|IL1B|IL1RN|IL23A|IL6|IRAK1|LCN2|LY96|MPO|NCF1|PTGS1|PTGS2|SOD2|STAT1|STS|TLR2|TNF|TNFAIP3|TRAF6|TYK2|VEGFA;71.33;25;;;;;;;;;;
Gentamicins;D005839;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC4|ABCC5|ABCG2|ACKR3|AGER|AHR|ANXA3|ATIC|B3GNT2|BAIAP2L1|BCL2A1|BDKRB2|BMP4|BMP6|CAT|CAV2|CCN1|CCN2|CD2|CD28|CD3E|CD40|CD5|CD83|CIITA|CLEC12A|CP|CRP|CSF2|CTSD|CXCL2|CYBB|DDX6|DHFR|ENO1|FCGR2A|FOXP3|GATA3|GGH|GIN1|GPRC5A|GRK2|GRK6|HCLS1|HDAC1|HOXD10|HOXD13|IFNG|IL10|IL18|IL1B|IL1RN|IL23A|IL2RA|IL6|IRF8|ITGA6|KIF5A|LCN2|LY96|MARCKS|MGARP|MIF|MPO|MTHFR|NCF2|NFKBIL1|NR4A3|PADI4|PLB1|PRDM1|PRKCQ|PTGS1|PTGS2|PTPN2|PTPN22|PTPRC|PXK|RAB8A|RASGRP1|RCAN1|RUNX1|RUNX2|SLC25A12|SOD2|STAT1|STAT4|STS|TAGAP|TLR2|TMPO|TNF|TNFAIP3|TNFRSF14|TRAF6|TXNDC5|TXNIP|TYK2|VEGFA;70.37;42;;;;;;;;;;;
4-hydroxy-2-nonenal;C027576;29343-52-0;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ALOX5|BGN|CAT|CD40|CD83|CDK6|CLEC12A|CP|CSF2|CTSD|CXCR4|CYBB|DDIT4|ENO1|GATA3|IFNG|IL10|IL18|IL1B|IL1RN|IL6|IL6R|IL6ST|IRF8|ITGA6|LY96|MMP2|NFKBIE|PON1|PRDM1|PTK2|PXK|REL|SOD2|STAT1|TNF|TNFAIP2|TNFAIP3|VEGFA;69.66;29;;;;;;;;;;;
Hydrogen Peroxide;D006861;7722-84-1;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCC4|ABCC5|ABCG2|ADIPOQ|AGER|AHR|ALOX5|ANXA3|ATIC|BMP4|CAT|CAV2|CCL21|CCN1|CCN2|COL2A1|CP|CSF2|CTSD|CXCL2|CXCL6|CXCL8|CXCR4|CYBB|DDIT4|ENO1|FASLG|FKBP5|GART|GATA3|GGH|GPRC5A|HDAC1|IFNG|IL10|IL18|IL1B|IL6|IL6ST|IRAK1|IRF5|ITGA6|LY96|MARCKS|MIF|MMP10|MMP12|MMP2|MPO|NCF1|NFKBIE|PON1|PRKCQ|PTGS1|PTGS2|PTK2|PTPN2|PTPN22|RBPJ|RCAN1|REL|RUNX2|SOD2|STAT1|TMPO|TNF|TNFAIP3|TNFRSF11B|TNFSF14|TRAF6|TXNIP|VEGFA;69.40;38;;;;;;;;;;;
pyrazolanthrone;C432165;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ADIPOQ|AGER|AHR|ALOX5|CAT|CCL8|CCN2|CSF2|CXCL2|CXCL8|F2|FASLG|IFNG|IL10|IL18|IL1B|IL6|MIF|MMP12|MMP2|NCF1|PON1|PTGS2|RUNX2|SOD2|STAT1|TNF|TNFRSF11B|TRAF6|VEGFA;68.64;27;;;;;;;;;;;
lead acetate;C008261;301-04-2;Arthritis, Rheumatoid;MESH:D001172;;ABCG2|ACAN|ADIPOQ|AGER|AHR|BAIAP2L1|BMP4|BMP6|CALD1|CAT|CCN1|CCN2|CD3E|CD40|COL2A1|CP|CRP|CSF2|CXCL8|CXCR4|CYBB|DDIT4|ENO1|FKBP5|FOXP3|GATA3|GC|GDF5|IFNG|IL10|IL18|IL1B|IL1RN|IL6|ITGA6|KIF5A|LCN2|LY96|MARCKS|MMP2|MPO|NCF1|NR4A3|PLD4|PON1|PRKCQ|PTGS2|PTPN2|RAP2A|RBPJ|REL|RUNX1|SOD2|STAT1|TNF|TNFRSF11B|TRAF1|TXNIP|VEGFA;68.45;37;;;;;;;;;;;
Zoledronic Acid;D000077211;;Arthritis, Rheumatoid;MESH:D001172;;ABCC5|ABCG2|AHR|ALOX5|BCL2A1|CCL8|CCN1|CD40|CD83|CIITA|CP|CSF2|CXCL2|CXCL8|CXCR4|DDIT4|FASLG|GC|GPRC5A|HLA-DRB1|HSD11B1|IFNG|IL10|IL1B|IL23A|IL6|IRF8|LCN2|MARCKS|MMEL1|MMP10|MMP2|PLEK|PON1|PRDM1|PTGS2|PTK2|RASGRP1|RUNX2|SLC22A4|SOD2|STAT1|TFPI2|TNF|TNFAIP2|TNFAIP3|TNFRSF11B|TNFRSF14|TXNIP|VEGFA;68.43;33;;;;;;;;;;;
zinc protoporphyrin;C017803;15442-64-5;Arthritis, Rheumatoid;MESH:D001172;;ADIPOQ|CAT|CD40|CD83|CXCL2|F2|FASLG|HSD11B1|IFNG|IL10|IL18|IL1B|IL23A|IL6|IRAK1|MMP2|MPO|NCF1|PTGS2|SOD2|STAT1|TLR2|TNF|TRAF6;68.41;21;;;;;;;;;;;
Asbestos; Crocidolite;D017638;12001-28-4;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ACKR3|AFF3|AHR|ANXA3|ARID5B|BCL2A1|BGN|CAT|CAV2|CCL8|CCN1|CCN2|CP|CSF2|CXCL2|CXCL6|CXCL8|CXCR4|DDIT4|DDX6|ENO1|GPRC5A|HOXD11|HSD11B1|IFNG|IL10|IL18|IL1B|IL1RN|IL6|IL6R|IRF5|IRF8|LCN2|LHX2|MARCKS|MMEL1|MMP12|MMP2|MPO|MTHFR|NFKBIE|NR4A3|PLEK|PRDM1|PTGS2|PTK2|RASGRP1|RCAN1|REL|RUNX1|RUNX2|SOD2|SPRED2|STAT4|TFPI2|TLR2|TMPO|TNF|TNFAIP2|TNFAIP3|TNFRSF11B|TRAF1|TXNDC5|TXNIP|VEGFA;68.33;35;;;;;;;;;;
hydroquinone;C031927;123-31-9;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC3|AHR|ANXA3|CAT|CCN1|CCN2|COL2A1|CSF2|CXCL8|DDIT4|FASLG|GPRC5A|HDAC1|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL23A|IL6|IRAK1|LCN2|LY96|MMP2|MPO|NCF2|PRDM1|PTGS2|PTPN2|RUNX2|SOD2|ST6GALNAC5|STAT1|TNF|TNFAIP2|TRAF6|VEGFA;68.04;31;;;;;;;;;;;
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one;C093973;;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ABCG2|AHR|ALOX5|CAT|CCN1|CCN2|CRP|CSF2|CXCL2|CXCL8|FASLG|HSD11B1|IFNG|IL10|IL18|IL1B|IL6|MMP12|MMP2|MPO|NCF1|PTGS1|PTGS2|RUNX2|SOD2|STAT1|STS|TLR2|TNF|TNFRSF11B|VEGFA;67.35;23;;;;;;;;;;;
Oxaliplatin;D000077150;;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ABCC4|ABCC5|ABCG2|ACKR3|AHR|ALOX5|ANXA3|BGN|BLK|BMP4|BMP6|CALD1|CAT|CCN1|CCN2|CD3E|CD5|CD83|COL2A1|CXCL2|CXCL6|DDIT4|DDX6|DHFR|FKBP5|FPGS|GART|GATA3|GIN1|HSD11B1|IGFBP3|IL18|IL1B|IL1RN|IL2RB|IL6|IL6R|IL6ST|IRF8|MARCKS|MMP12|MMP2|MPO|PADI4|PLD4|PRKCQ|PTGS2|PXK|RBPJ|RCAN1|RUNX1|SLC22A4|SMS|SOD2|TFPI2|TLR2|TMPO|TNF|TNFRSF14|VEGFA;67.31;26;;;;;;;;;;;
arsenite;C015001;15502-74-6;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ABCC3|ABCC4|ABCC5|ACKR3|ADORA2A|AHR|ARID5B|ATIC|B3GNT2|BMP4|BMP6|CALD1|CAT|CCN2|CD40|CDK6|COL2A1|CTSD|CXCL2|CXCL8|CXCR4|CYBB|DDIT4|DDX6|DHFR|ENO1|F2|GART|GATA3|GC|GDF5|GGH|GSDME|HOXD10|HOXD11|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL23A|IL6|IL6R|ITGA6|LHX2|LY96|MIF|MMP2|MPO|NCF2|NDUFA4L2|NFKBIE|NR4A3|PLB1|POU3F1|PRDM1|PRKCQ|PTGS2|PTK2|PTPN2|PTPN22|PTPRC|PXK|RASGRP1|RBPJ|RCAN1|RUNX1|RUNX2|SOD2|ST6GALNAC5|STAT1|STS|TFPI2|TMPO|TNF|TNFAIP3|TNFRSF11B|VEGFA;67.19;38;;;;;;;;;;;
Atorvastatin;D000069059;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCG2|ADIPOQ|CAT|CD40|CD83|CRP|CSF2|CXCL8|F2|FASLG|IFNG|IL18|IL1B|IL2RA|IL6|IRAK1|LCN2|MMP2|MPO|PON1|PRKCQ|PTGS2|SOD2|TLR2|TNF|TRAF6;66.87;26;;;;;;;;;;;
Fluorouracil;D005472;51-21-8;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC5|ABCG2|ACKR3|ANXA3|ARID5B|BDKRB2|CAT|CAV2|CCN1|CCN2|CD40|COL2A1|CP|CSF2|CXCL2|CXCL8|CXCR4|DDIT4|DHFR|F2|FKBP5|FPGS|GART|HDAC1|IFNG|IL10|IL18|IL1B|IL1RN|IL6|IRAK1|MARCKS|MIF|MMP2|MPO|MTHFR|PTGS2|PTK2|RAB8A|RBPJ|RUNX2|SMS|SOD2|STAT1|TNF|TNFAIP3|TNFRSF11B|TXNIP|VEGFA;66.73;30;;;;;;;;;;;
Cadmium Chloride;D019256;10108-64-2;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCC4|ABCC5|ABCG2|ACAN|ACKR3|ADIPOQ|ADORA2A|AGER|AHR|ALOX5|ANXA3|ARID5B|ATIC|BCL2A1|BGN|BMP4|BMP6|CALD1|CAT|CAV2|CCL8|CCN1|CCN2|CCR6|CDK6|COL2A1|CP|CRP|CSF2|CTSD|CXCL2|CXCL6|CXCL8|CXCR4|CYBB|DDIT4|DHFR|DNASE1L3|ENO1|F2|FASLG|FCGR2A|FKBP5|GART|GGH|GSDME|HCLS1|HDAC1|HSD11B1|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL23A|IL2RA|IL6|IL6ST|IRAK1|ITGA6|KIF5A|LCN2|LHX2|LY96|MAB21L2|MARCKS|MIF|MMEL1|MMP10|MMP12|MMP2|MPO|NCF1|NCF2|NFKBIE|NFKBIL1|POU3F1|PRDM1|PSG5|PTGS1|PTGS2|PTK2|PTPRC|PXK|RAP2A|RBPJ|RCAN1|REL|RUNX1|RUNX2|SLC11A1|SMS|SOD2|SPRED2|STAT1|STS|TLE3|TLR2|TMPO|TNF|TNFAIP2|TNFAIP3|TNFRSF11B|TRAF6|TXNDC5|TXNIP|VEGFA;66.70;46;;;;;;;;;;;
perfluorooctanoic acid;C023036;335-67-1;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCC4|ABCC5|ABCG2|ADIPOQ|ADORA2A|AHR|ANXA3|BAIAP2L1|BMP4|CALD1|CAT|CAV2|CCL21|CCN1|CCN2|CD3E|CDK6|CIITA|CP|CRP|CTSD|CXCL2|CXCL8|CXCR4|DHFR|DNASE1L3|ENO1|F2|FCGR2A|FKBP5|GART|GGH|GSDME|HDAC1|HLA-DQA2|HLA-DRB1|HOXD10|HSD11B1|IFNG|IGFBP3|IL10|IL1B|IL1RN|IL2RB|IL6|IL6R|IL6ST|ITGA6|MIF|MMP2|MPO|NCF2|NFKBIE|NR4A3|PLEK|PON1|PTGS1|PTGS2|RASGRP1|RGMB|SLC11A1|SLC22A4|SOD2|STAT1|STAT4|TFPI2|TMPO|TNF|TNFAIP3|TRAF6|TXNIP|TYK2|VEGFA;66.59;36;;;;;;;;;;;
Silver Compounds;D018030;;Arthritis, Rheumatoid;MESH:D001172;;AHR|ALOX5|BCL2A1|CAT|CD40|CD83|CSF2|CXCL2|CXCL6|CXCL8|FASLG|FKBP5|IL10|IL18|IL1B|IL6|IL6ST|MIF|MMP10|MMP2|PRDM1|PTK2|SOD2|STAT1|TFPI2|TLR2|TNF|TNFAIP3|TNFRSF11B|VEGFA;66.19;24;;;;;;;;;;;
bisphenol S;C543008;80-09-1;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCC4|ABCC5|ACAN|ACKR3|ADIPOQ|AHR|ANKRD55|ANXA3|ARID5B|ATIC|B3GNT2|B3GNT9|BAIAP2L1|BGN|BMP4|BMP6|CALD1|CAT|CAV2|CCL8|CCN1|CCN2|CD2|CD40|CD83|CIITA|COL2A1|CP|CRP|CTSD|CXCL2|CXCL6|CXCL8|CXCR4|CYBB|DDIT4|DDX6|ENO1|F2|FASLG|FKBP5|FOXP3|FPGS|GART|GATA3|GGH|GIN1|GPRC5A|GRK6|GSDME|HAPLN1|HLA-DRB1|HOXD11|HSD11B1|IFNG|IGFBP3|IKZF3|IL10|IL18|IL1B|IL6|IL6R|IL6ST|IRAK1|ITGA6|KIF5A|LCN2|LHX2|LY96|MAB21L2|MARCKS|MGARP|MIF|MMP12|MMP2|MPO|MTHFR|NDUFA4L2|NFKBIL1|NR4A3|PON1|POU3F1|PRDM1|PTGS1|PTGS2|PTK2|PTPN22|RAB8A|RASGRP1|RCAN1|RUNX1|RUNX2|SLC11A1|SOD2|TAGAP|TFPI2|TLE3|TLR2|TMPO|TNF|TNFAIP2|TRAF1|TRAF6|TXNDC5|TXNIP|TYK2|VEGFA;65.59;43;;;;;;;;;;;
Silicon Dioxide;D012822;7631-86-9;Arthritis, Rheumatoid;MESH:D001172;;ABCC3|ABCG2|ACKR3|ADIPOQ|ADORA2A|AHR|ALOX5|ANKRD55|ANXA3|ARID5B|BCL2A1|BDKRB2|BMP4|BMP6|CAT|CCL21|CCL8|CCN1|CCN2|CCR6|CD2|CD28|CD3E|CD40|CD5|CD83|CP|CSF2|CTLA4|CTSD|CXCL2|CXCL8|CXCR4|CYBB|DDIT4|DDX6|DHFR|DNASE1L3|ENO1|F2|FCGR2A|FKBP5|FOXP3|GC|GGH|GPRC5A|HAPLN1|HSD11B1|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL23A|IL2RA|IL2RB|IL6|IL6R|IL6ST|IRAK1|LCN2|LHX2|LY96|MARCKS|MGARP|MIF|MMP10|MMP12|MMP2|MPO|NCF1|NCF2|NFKBIE|NR4A3|PLEK|PON1|PRDM1|PRKCQ|PSG5|PTGS1|PTGS2|PTPN2|PTPN22|PTPRC|RBPJ|RCAN1|REL|RUNX1|RUNX2|SLC11A1|SLC22A4|SOD2|ST6GALNAC5|STAT1|STAT4|STS|TFPI2|TLR2|TNF|TNFAIP2|TNFAIP3|TNFRSF11B|TNFSF14|TRAF1|TXNIP|VEGFA;65.49;41;;;;;;;;;;;
Decitabine;D000077209;2353-33-5;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCC5|ABCG2|ACAN|AFF3|AHR|BAIAP2L1|BGN|BMP4|BMP6|CCN2|CD40|CDK6|CIITA|COL2A1|CTLA4|CXCL8|CXCR4|ENO1|FOXP3|FPGS|GATA3|GDF5|GPRC5A|HDAC1|IFNG|IGFBP3|IKZF3|IL10|IL1B|IL6|IL6R|IL6ST|IRF8|LHX2|MMP10|MMP2|MPO|PRDM1|PTGS1|PTGS2|RASGRP1|RBPJ|RCAN1|SLC22A4|SOD2|STAT1|TFPI2|TLE3|TNF|TXNIP|TYK2|VEGFA;65.38;35;;;;;;;;;;;
trichostatin A;C012589;58880-19-6;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCG2|ACKR3|AFF3|AHR|ANXA3|ARID5B|B3GNT2|BGN|BMP4|BMP6|CALD1|CAT|CAV2|CCN1|CCN2|CCR6|CD83|CDK6|COL2A1|CP|CSF2|CTLA4|CXCL2|CXCL6|CXCL8|CXCR4|CYBB|DDIT4|DDX6|ENO1|FOXP3|GART|GATA3|GSDME|HAPLN1|HDAC1|HOXD10|IFNG|IGFBP3|IKZF3|IL18|IL1B|IL2RA|IL6|IL6R|IL6ST|IRF8|ITGA6|KIF5A|LHX2|MAB21L2|MGARP|MIF|MMP10|MMP12|MMP2|MPO|PON1|POU3F1|PRDM1|PRKCQ|PTGS1|PTGS2|PTK2|PTPN2|PTPN22|PXK|RAP2A|RASGRP1|RCAN1|RGMB|RUNX2|SLC25A12|SNHG14|SOD2|SPRED2|ST6GALNAC5|STAT4|STS|TFPI2|TMPO|TNF|TNFRSF11B|TXNIP;65.20;40;;;;;;;;;;;
sulforaphane;C016766;;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCC4|ADIPOQ|ADORA2A|AHR|ARID5B|BCL2A1|BDKRB2|BMP4|CAT|CCN2|CD83|CDK6|CSF2|CXCL2|CXCL8|CYBB|FASLG|GPRC5A|HDAC1|HLA-DPB1|HSD11B1|IFNG|IL10|IL1B|IL6|IRF8|ITGA6|LHX2|MARCKS|MMP2|NCF1|NCF2|NFKBIE|NR4A3|PADI4|PLD4|PRDM1|PTGS1|PTGS2|PTPN22|REL|SOD2|SPRED2|TNF|TNFAIP2|TNFAIP3|TNFSF14|TRAF1|VEGFA;64.74;36;;;;;;;;;;;
kaempferol;C006552;520-18-3;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ADIPOQ|AHR|ALOX5|BCL2A1|BMP4|CAT|COL2A1|CRP|CSF2|CXCL8|IFNG|IL10|IL1B|IL6|IRAK1|MMP2|PTGS2|RUNX2|SOD2|STAT1|TNF|TNFAIP3|TRAF6|VEGFA;64.65;27;;;;;;;;;;;
Sirolimus;D020123;53123-88-9;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|CALD1|CAT|CCN2|COL2A1|CP|CSF2|CXCL8|CYBB|F2|FASLG|FKBP5|FOXP3|IFNG|IGFBP3|IL10|IL18|IL1B|IL2RA|IL6|LCN2|MMP2|MPO|NCF1|NCF2|PTGS2|PTK2|PTPRC|RCAN1|RUNX2|SOD2|STS|TNF|VEGFA;64.30;27;;;;;;;;;;;
Berberine;D001599;2086-83-1;Arthritis, Rheumatoid;MESH:D001172;;ACAN|ADIPOQ|AGER|AHR|CAT|CDK6|COL2A1|CTSD|CXCL8|CYBB|FASLG|GDF5|IFNG|IL10|IL1B|IL23A|IL6|MMP2|MPO|NCF1|NCF2|PTGS2|RUNX2|SOD2|TNF|TRAF1|VEGFA;64.27;24;;;;;;;;;;;
2-(1'H-indole-3'-carbonyl)thiazole-4-carboxylic acid methyl ester;C548651;;Arthritis, Rheumatoid;MESH:D001172;;ABCC4|ACKR3|AFF3|AHR|BAIAP2L1|BMP4|BMP6|CCN1|CCN2|CCR6|CDK6|FOXP3|GATA3|GPRC5A|GSDME|IFNG|IGFBP3|IKZF3|IL10|IL1B|IL23A|IL6|ITGA6|MARCKS|MMP2|NR4A3|PLEK|PTGS1|PTGS2|PTPN2|RUNX1|SLC22A4|SLC25A12|STAT1|TLE3|TNF|TNFAIP2|VEGFA;64.15;23;;;;;;;;;;;
Metformin;D008687;657-24-9;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC2|ABCC3|ABCC4|ABCC5|ADIPOQ|AGER|AHR|BMP4|CAT|CCN2|CDK6|CRP|CXCL2|CXCL8|CYBB|DDIT4|IFNG|IL10|IL1B|IL1RN|IL6|IRF5|LCN2|MMP10|MMP2|MPO|NCF1|NR4A3|PON1|PRDM1|PTGS2|RUNX1|RUNX2|SLC22A4|SOD2|TLR2|TNF|TXNIP|VEGFA;63.99;31;;;;;;;;;;;
Wortmannin;D000077191;19545-26-7;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|AHR|CAT|CRP|CSF2|CXCL2|CXCL8|FASLG|GRK2|IFNG|IL18|IL1B|IL1RN|IL23A|IL6|MMP12|MMP2|MPO|PTGS2|PTK2|RBPJ|REL|SOD2|STS|TLR2|TNF|VEGFA;63.75;24;;;;;;;;;;;
Cannabidiol;D002185;13956-29-1;Arthritis, Rheumatoid;MESH:D001172;;ABCC2|ABCC3|ADIPOQ|AHR|BCL2A1|BMP4|BMP6|CAT|CCN1|CCN2|CCR6|CD40|CDK6|CSF2|CTSD|CXCL2|CXCL8|CXCR4|CYBB|DDIT4|HCLS1|IFNG|IL10|IL18|IL1B|IL6|IL6R|IL6ST|IRAK1|LCN2|LY96|MMP10|MMP2|MPO|NCF1|NCF2|NR4A3|PTGS2|RASGRP1|REL|RUNX2|SOD2|STAT1|STAT4|TAGAP|TLR2|TNF|TNFAIP2|TNFAIP3|TNFRSF11B|TNFSF14|TRAF1|TXNIP|TYK2|VEGFA;63.38;30;;;;;;;;;;;
cobaltous chloride;C018021;7646-79-9;Arthritis, Rheumatoid;MESH:D001172;;ABCB1|ABCC3|ABCC4|ABCG2|ACKR3|ADIPOQ|AHR|ANXA3|ATIC|B3GNT2|BGN|BMP4|BMP6|CALD1|CAT|CAV2|CCN1|CCN2|CD83|CDK6|CP|CRP|CTSD|CXCL2|CXCL8|CXCR4|DDIT4|DHFR|DNASE1L3|ENO1|FASLG|FKBP5|GART|GATA3|GC|GPRC5A|GSDME|HDAC1|IFNG|IGFBP3|IL10|IL18|IL1B|IL1RN|IL6|IL6ST|IRAK1|ITGA6|LCN2|LY96|MARCKS|MGARP|MIF|MMP10|MMP2|NCF1|NCF2|PTGS1|PTGS2|RAP2A|RBPJ|RCAN1|RUNX1|RUNX2|SLC22A4|SLC25A12|SOD2|TFPI2|TLE3|TMPO|TNF|TNFRSF11B|TXNDC5|TXNIP|TYK2|VEGFA;63.14;37;;;;;;;;;;;
