Chemical Name;Chemical ID;CAS RN;Disease Name;Disease ID;Direct Evidence;Inference Network;Inference Score;Reference Count;;;;;;;;;;;;;;
2;4;5;2';4';5'-hexachlorobiphenyl;C014024;35065-27-1;Headache;MESH:D006261;;GNRH1|IL6|OXT;8.18;3;;;;;;;;;
entinostat;C118739;;Headache;MESH:D006261;;IL6;8.18;1;;;;;;;;;;;;;;
1-(2-bromophenyl)-3-(7-cyano-3H-benzotriazol-4-yl)urea;C549500;;Neuralgia;MESH:D009437;;CXCR2|TNF;8.18;2;;;;;;;;;;;;;;
Luteolin;D047311;491-70-3;Neuralgia;MESH:D009437;;AGER|CYP17A1|IL12B|TNF;8.18;4;;;;;;;;;;;;;;
mitragynine;C001801;4098-40-2;Neuralgia;MESH:D009437;;HTR2C|OPRM1;8.18;3;;;;;;;;;;;;;;
Quinoxalines;D011810;;Neuralgia;MESH:D009437;;CXCR2|TNF;8.18;2;;;;;;;;;;;;;;
Dust;D004391;;Neuralgia;MESH:D009437;;AGER|CXCR4|HMGB1|IL12B|TNF;8.17;4;;;;;;;;;;;;;;
candesartan;C081643;139481-59-7;Angina, Stable;MESH:D060050;;MMP9|TNF;8.16;1;;;;;;;;;;;;;;
linalool;C018584;78-70-6;Angina, Stable;MESH:D060050;;MMP9|TNF;8.16;1;;;;;;;;;;;;;;
Flame Retardants;D005411;;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1;8.16;1;;;;;;;;;;;;;;
batimastat;C080985;;Neuralgia;MESH:D009437;;TAC1|TNF;8.16;2;;;;;;;;;;;;;;
Butyrates;D002087;;Neuralgia;MESH:D009437;;IL12B|MIR135B|TAC1|TNF;8.16;3;;;;;;;;;;;;;;
dai-kenchu-to;C121414;;Pain;MESH:D010146;;ADM|TNF;8.16;3;;;;;;;;;;;;;;
Antigens; Polyomavirus Transforming;D000952;;Musculoskeletal Pain;MESH:D059352;;COMT|GCH1;8.15;1;;;;;;;;;;;;;
furan;C039281;110-00-9;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1|GCH1;8.15;1;;;;;;;;;;;;;;
Erythromycin;D004917;114-07-8;Angina, Stable;MESH:D060050;;TLR4|TNF;8.14;1;;;;;;;;;;;;;;
Estrone;D004970;53-16-7;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1;8.14;1;;;;;;;;;;;;;;
Dinitrofluorobenzene;D004139;70-34-8;Neuralgia;MESH:D009437;;CXCR4|IL12B|TNF;8.14;3;;;;;;;;;;;;;;
protocatechualdehyde;C005581;139-85-5;Neuralgia;MESH:D009437;;AGER|HMGB1;8.14;1;;;;;;;;;;;;;;
nonivamide;C040937;618-92-8;Pain;MESH:D010146;;TNF|TRPA1|TRPV1;8.14;7;;;;;;;;;;;;;;
plantamajoside;C421173;104777-68-6;Pain;MESH:D010146;;AKT1|NPPA|NPPB;8.14;3;;;;;;;;;;;;;;
tyrosyl-tetrahydroisoquinolinecarbonyl-psi(methylamino)phenylalanyl-phenylalanine;C092721;;Pain;MESH:D010146;;PDYN|PENK;8.14;3;;;;;;;;;;;;;;
1-(4-(6-bromobenzo(1;3)dioxol-5-yl)-3a;4;5;9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone;C517943;;Angina, Stable;MESH:D060050;;MMP9|TNF;8.13;1;;;;;;;;;;
Famotidine;D015738;76824-35-6;Angina, Stable;MESH:D060050;;MMP9|TNF;8.13;1;;;;;;;;;;;;;;
Halothane;D006221;151-67-7;Angina, Stable;MESH:D060050;;TLR4|TNF;8.13;1;;;;;;;;;;;;;;
morin;C008548;480-16-0;Angina, Stable;MESH:D060050;;MMP9|TNF;8.13;1;;;;;;;;;;;;;;
Tetrachlorodibenzodioxin;D013749;1746-01-6;Back Pain;MESH:D001416;;PLAT;8.13;1;;;;;;;;;;;;;;
carbendazim;C006698;10605-21-7;Angina, Stable;MESH:D060050;;MMP9|TNF;8.12;1;;;;;;;;;;;;;;
n-hexanal;C010463;66-25-1;Angina, Stable;MESH:D060050;;MMP9|TNF;8.12;1;;;;;;;;;;;;;;
Taurocholic Acid;D013656;81-24-3;Angina, Stable;MESH:D060050;;MMP9|TNF;8.12;1;;;;;;;;;;;;;;
astaxanthine;C005948;472-61-7;Angina, Stable;MESH:D060050;;TLR4|TNF;8.11;1;;;;;;;;;;;;;;
diphenyleneiodonium;C007517;244-54-2;Angina, Stable;MESH:D060050;;MMP9|TNF;8.11;1;;;;;;;;;;;;;;
Edaravone;D000077553;89-25-8;Angina, Stable;MESH:D060050;;MMP9|TNF;8.11;1;;;;;;;;;;;;;;
Mesalamine;D019804;89-57-6;Angina, Stable;MESH:D060050;;TLR4|TNF;8.11;1;;;;;;;;;;;;;;
Biological Products;D001688;;Neuralgia;MESH:D009437;;CYP17A1|GRM5|TNF;8.11;3;;;;;;;;;;;;;;
ptaquiloside;C043680;87625-62-5;Angina, Stable;MESH:D060050;;MMP9|TNF;8.10;1;;;;;;;;;;;;;;
1-Methyl-4-phenyl-1;2;3;6-tetrahydropyridine;D015632;28289-54-5;Pain;MESH:D010146;;AKT1|CNR1|COMT|CSF3|DRD2|GCH1|GRIN1|IL2|PDYN|PENK|PNOC|TNF|VIP;8.10;17;;;;;;;;;;;
andrastin A;C100395;;Pain;MESH:D010146;;CSF2|TNF;8.10;3;;;;;;;;;;;;;;
Phosphatidic Acids;D010712;;Pain;MESH:D010146;;AKT1|AVP|PENK|TNF;8.09;6;;;;;;;;;;;;;;
AG 1879;C412373;;Angina, Stable;MESH:D060050;;MMP9|TNF;8.08;1;;;;;;;;;;;;;;
Clarithromycin;D017291;81103-11-9;Angina, Stable;MESH:D060050;;MMP9|TNF;8.08;1;;;;;;;;;;;;;;
linsidomine;C002385;;Angina, Stable;MESH:D060050;;TLR4|TNF;8.08;1;;;;;;;;;;;;;;
coagulin-L;C000593591;;Pain;MESH:D010146;;CSF2|IL1RN|IL2|TNF;8.08;5;;;;;;;;;;;;;;
abrine;C496492;;Angina Pectoris;MESH:D000787;;PLAU;8.07;1;;;;;;;;;;;;;;
N-(1-methylethyl)-1;1;2-trimethylpropylamine;C502260;;Pain;MESH:D010146;;EDN1|NPPB|TNF;8.07;5;;;;;;;;;;;;
Eicosapentaenoic Acid;D015118;1553-41-9;Angina, Stable;MESH:D060050;;MMP9|TNF;8.06;1;;;;;;;;;;;;;;
Linoleic Acid;D019787;2197-37-7;Angina, Stable;MESH:D060050;;MMP9|TNF;8.06;1;;;;;;;;;;;;;;
Penicillin G;D010400;61-33-6;Angina, Stable;MESH:D060050;;TLR4|TNF;8.06;1;;;;;;;;;;;;;;
2;2';4;4';5-brominated diphenyl ether;C477694;;Musculoskeletal Pain;MESH:D059352;;ESR1|GCH1;8.06;1;;;;;;;;;;
Fulvestrant;D000077267;129453-61-8;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1|GCH1;8.06;1;;;;;;;;;;;;;;
Coumestrol;D003375;479-13-0;Pain;MESH:D010146;;COMT|EDN1|IL2|OXT|TNF;8.06;8;;;;;;;;;;;;;;
Soot;D053260;;Abdominal Pain;MESH:D015746;;IFNA2;8.05;1;;;;;;;;;;;;;;
arsenic disulfide;C058317;56320-22-0;Angina, Stable;MESH:D060050;;MMP9|TNF;8.05;1;;;;;;;;;;;;;;
ormosil;C510784;;Angina, Unstable;MESH:D000789;;CXCL8|PLAU;8.05;2;;;;;;;;;;;;;;
alpha-solamargine;C026608;20318-30-3;Neuralgia;MESH:D009437;;HMGB1|TNF;8.05;2;;;;;;;;;;;;;;
RTKI cpd;C101044;170449-18-0;Angina, Stable;MESH:D060050;;MMP9|TNF;8.04;1;;;;;;;;;;;;;;
4;4'-hexafluorisopropylidene diphenol;C583074;;Headache;MESH:D006261;;IL6;8.04;1;;;;;;;;;;;;;
Nicardipine;D009529;55985-32-5;Dysmenorrhea;MESH:D004412;;AVP|OXT;8.03;1;;;;;;;;;;;;;;
Toxins; Biological;D014118;;Musculoskeletal Pain;MESH:D059352;;ESR1|GCH1;8.03;1;;;;;;;;;;;;;
Heme;D006418;14875-96-8;Angina, Stable;MESH:D060050;;TLR4|TNF;8.02;1;;;;;;;;;;;;;;
mirdametinib;C506614;;Angina, Unstable;MESH:D000789;;CXCL8|PLAU;8.02;2;;;;;;;;;;;;;;
Hemagglutinins;D006388;;Neuralgia;MESH:D009437;;IL12B|TNF;8.02;2;;;;;;;;;;;;;;
Calcimycin;D000001;52665-69-7;Pain;MESH:D010146;;AKT1|CSF2|EDN1|GCH1|IL2|PENK|TNF;8.02;9;;;;;;;;;;;;;;
Ascorbic Acid;D001205;50-81-7;Angina, Stable;MESH:D060050;;MMP9|TLR4|TNF;8.01;1;;;;;;;;;;;;;;
Sumatriptan;D018170;103628-46-2;Angina, Stable;MESH:D060050;;TLR4|TNF;8.01;1;;;;;;;;;;;;;;
Uranium Compounds;D017974;;Angina, Unstable;MESH:D000789;;PAPPA|PLAU;8.01;2;;;;;;;;;;;;;;
perfluorohexanesulfonic acid;C471071;355-46-4;Headache;MESH:D006261;;IL6;8.01;1;;;;;;;;;;;;;;
3-(4-t-butylphenyl)-N-(2;3-dihydrobenzo(b)(1;4)dioxin-6-yl)acrylamide;C500530;;Pain;MESH:D010146;;AKT1|TRPA1|TRPV1;8.01;6;;;;;;;;;;;;
Clopidogrel;D000077144;;Angina, Stable;MESH:D060050;;MMP9|TNF;8.00;1;;;;;;;;;;;;;;
oxidized-L-alpha-1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphorylcholine;C472349;;Angina, Stable;MESH:D060050;;TLR4|TNF;8.00;1;;;;;;;;;;;;;;
epoxiconazole;C109476;;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1|GCH1;8.00;1;;;;;;;;;;;;;;
Glycyrrhizic Acid;D019695;1405-86-3;Neuralgia;MESH:D009437;;HMGB1|IL12B|TNF;8.00;3;;;;;;;;;;;;;;
benzo(e)pyrene;C026487;192-97-2;Pain;MESH:D010146;;AKT1|AQP1|COMT|HGF|NRG1|NTSR1|PLCB1|SLC9A1|TRH|TRPV1;8.00;12;;;;;;;;;;;;;;
JB-788;C554161;;Pain;MESH:D010146;;DRD2|HTR1A;8.00;2;;;;;;;;;;;;;;
N-propylnoraporphin-11-yl 5-(1;2-dithiolan-3-yl)pentanoate;C561226;;Pain;MESH:D010146;;DRD2|HTR1A;8.00;2;;;;;;;;;;;;;
6-hydroxy-2;5;7;8-tetramethylchroman-2-carboxylic acid;C010643;56305-04-5;Neuralgia;MESH:D009437;;AGER|GRK1|TNF;7.99;3;;;;;;;;;;;
bis(2-propylheptyl)phthalate;C000595304;;Pain;MESH:D010146;;CRH|HTR1A|OXT;7.99;4;;;;;;;;;;;;;;
bismuth tripotassium dicitrate;C002791;57644-54-9;Angina, Stable;MESH:D060050;;MMP9|TNF;7.98;1;;;;;;;;;;;;;;
Galactose;D005690;26566-61-0;Angina, Unstable;MESH:D000789;;CXCL8|PLAU;7.98;2;;;;;;;;;;;;;;
Irbesartan;D000077405;138402-11-6;Pain;MESH:D010146;;AKT1|ALB|BDKRB2|EDN1|NPPA|TNF;7.98;8;;;;;;;;;;;;;;
2-chloroethyl ethyl sulfide;C031278;693-07-2;Angina, Stable;MESH:D060050;;MMP9|TNF;7.97;1;;;;;;;;;;;;;;
Silybin;D000077385;22888-70-6;Angina, Stable;MESH:D060050;;MMP9|TNF;7.97;1;;;;;;;;;;;;;;
Sodium Chloride; Dietary;D017673;;Angina, Stable;MESH:D060050;;MMP9|TNF;7.97;1;;;;;;;;;;;;;
2;5-xylenol;C048893;95-87-4;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;7.97;1;;;;;;;;;;;;;
3;4-dimethylphenol;C063628;95-65-8;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;7.97;1;;;;;;;;;;;;;
dibutyrylglycerol;C063304;32648-01-4;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;7.97;1;;;;;;;;;;;;;;
isocupressic acid;C110793;1909-91-7;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;7.97;1;;;;;;;;;;;;;;
phenalen-1-one;C038036;548-39-0;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;7.97;1;;;;;;;;;;;;;;
sodium persulfate;C024625;7775-27-1;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;7.97;1;;;;;;;;;;;;;;
tranilast;C012293;53902-12-8;Neuralgia;MESH:D009437;;CXCR4|TNF;7.97;2;;;;;;;;;;;;;;
baicalein;C006680;491-67-8;Angina, Stable;MESH:D060050;;MMP9|TNF;7.96;1;;;;;;;;;;;;;;
Bortezomib;D000069286;;Angina, Stable;MESH:D060050;;MMP9|TLR4|TNF;7.96;1;;;;;;;;;;;;;;
Sildenafil Citrate;D000068677;;Angina, Stable;MESH:D060050;;MMP9|TNF;7.96;1;;;;;;;;;;;;;;
APETx2 protein; Anthopleura elegantissima;C501880;;EPISODIC PAIN SYNDROME, FAMILIAL, 2;OMIM:615551;;SCN10A;7.96;1;;;;;;;;;;;;;
hexabromocyclododecane;C089796;25637-99-4;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1|GCH1;7.96;1;;;;;;;;;;;;;;
procyanidin B3;C479581;;Neuralgia;MESH:D009437;;AGER|IL12B;7.96;2;;;;;;;;;;;;;;
2-chloro-5-nitrobenzanilide;C457499;;Angina, Stable;MESH:D060050;;MMP9|TNF;7.95;1;;;;;;;;;;;;;;
Imiquimod;D000077271;99011-02-6;Angina, Stable;MESH:D060050;;MMP9|TNF;7.95;1;;;;;;;;;;;;;;
Hydrogen Peroxide;D006861;7722-84-1;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1|GCH1;7.95;1;;;;;;;;;;;;;;
Fluoxetine;D005473;54910-89-3;Neuralgia;MESH:D009437;;CYP17A1|GAL|HTR2C|OPRM1|PRKG1|TNF;7.95;6;;;;;;;;;;;;;;
SR 144528;C110630;;Pain;MESH:D010146;;AKT1|CNR1|IL2|TNF;7.95;5;;;;;;;;;;;;;;
3-(4-methylphenylsulfonyl)-2-propenenitrile;C434003;;Angina, Unstable;MESH:D000789;;CXCL8|PAPPA;7.94;2;;;;;;;;;;;;;;
Mustard Gas;D009151;505-60-2;Neuralgia;MESH:D009437;;AGER|CXCR2|CXCR4|GAL|HMGB1|HTR2C|IL12B|TAC1|TNF;7.94;6;;;;;;;;;;;;;;
Oxidopamine;D016627;1199-18-4;Neuralgia;MESH:D009437;;AGER|GRM5|TAC1|TNF;7.94;4;;;;;;;;;;;;;;
BIBO 3304;C117416;;Toothache;MESH:D014098;;NPY1R;7.94;1;;;;;;;;;;;;;;
BIBP 3226;C092926;;Toothache;MESH:D014098;;NPY1R;7.94;1;;;;;;;;;;;;;;
Silybin;D000077385;22888-70-6;Angina, Unstable;MESH:D000789;;CXCL8|PLAU;7.93;2;;;;;;;;;;;;;;
Antirheumatic Agents;D018501;;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1|GCH1;7.93;1;;;;;;;;;;;;;;
2-naphthoylethyltrimethylammonium;C055734;31059-54-8;Neuralgia;MESH:D009437;;IL12B|TNF;7.93;2;;;;;;;;;;;;;;
4(4-(5-nitro-furan-2-ylmethylene)-3;5-dioxo-pyrazolidin-1-yl)-benzoic acid ethyl ester;C523934;;Neuralgia;MESH:D009437;;IL12B|TNF;7.93;2;;;;;;;;;;;;;
oxophenylarsine;C029341;637-03-6;Neuralgia;MESH:D009437;;IL12B|TAC1|TNF;7.93;3;;;;;;;;;;;;;;
benzimidazole;C031000;51-17-2;Pain;MESH:D010146;;DRD2|TRPV1;7.93;5;;;;;;;;;;;;;;
Chlorpyrifos;D004390;2921-88-2;Angina Pectoris;MESH:D000787;;AVP;7.92;2;;;;;;;;;;;;;;
1;2-bis(2-aminophenoxy)ethane N;N;N';N'-tetraacetic acid acetoxymethyl ester;C070379;139890-68-9;Angina, Stable;MESH:D060050;;MMP9|TNF;7.92;1;;;;;;;;;;
Methadone;D008691;76-99-3;Angina, Stable;MESH:D060050;;TLR4|TNF;7.92;1;;;;;;;;;;;;;;
Oleanolic Acid;D009828;508-02-1;Angina, Stable;MESH:D060050;;MMP9|TNF;7.92;1;;;;;;;;;;;;;;
Hydrogen Peroxide;D006861;7722-84-1;Pain;MESH:D010146;;ADM|AKT1|ALB|AQP1|CNR1|COMT|CRH|CSF2|CSF3|EDN1|GCH1|HGF|HOXD1|IL2|NPPA|NRG1|PDYN|SLC9A1|TAC1|TNF|TRPV1;7.92;28;;;;;;;;;;;;;;
Particulate Matter;D052638;;Pain, Postoperative;MESH:D010149;;ABCB1;7.92;1;;;;;;;;;;;;;;
(3R)-((2;3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1;2;3-de)-1;4-benzoxazin-6-yl)(1-naphthalenyl))methanone;C070417;;Angina, Stable;MESH:D060050;;MMP9|TNF;7.91;1;;;;;;;;;;
4;4'-bisphenol F;C008745;620-94-8;Angina, Stable;MESH:D060050;;MMP9|TNF;7.91;1;;;;;;;;;;;;;
Chlorine;D002713;7782-50-5;Neuralgia;MESH:D009437;;AGER|CXCR4|IL12B|NTRK1|TNF;7.91;5;;;;;;;;;;;;;;
Gonadal Steroid Hormones;D012739;;Neuralgia;MESH:D009437;;CYP17A1|TNF;7.91;2;;;;;;;;;;;;;;
Carbon Monoxide;D002248;630-08-0;Angina, Stable;MESH:D060050;;MMP9|TNF;7.90;1;;;;;;;;;;;;;;
platycodin D;C108953;58479-68-8;Angina, Unstable;MESH:D000789;;CXCL8|PLAU;7.90;2;;;;;;;;;;;;;;
Thioacetamide;D013853;62-55-5;Arthralgia;MESH:D018771;;MVK;7.90;1;;;;;;;;;;;;;;
Cyclosporine;D016572;59865-13-3;Pain, Postoperative;MESH:D010149;;ABCB1;7.90;1;;;;;;;;;;;;;;
Dimethylnitrosamine;D004128;62-75-9;Angina, Stable;MESH:D060050;;MMP9|TLR4|TNF;7.89;1;;;;;;;;;;;;;;
Smoke;D012906;;Chest Pain;MESH:D002637;;CRH;7.89;1;;;;;;;;;;;;;;
dimethylarsinous acid;C472511;;Neuropathy, Painful;MESH:C564945;;HMGB1|THBD;7.89;1;;;;;;;;;;;;;;
7-bromoindirubin-3'-oxime;C514974;;Pain;MESH:D010146;;CSF2|CSF3|IL2|TNF;7.89;6;;;;;;;;;;;;;;
Mercuric Chloride;D008627;7487-94-7;Headache;MESH:D006261;;CSF3|IL6;7.88;2;;;;;;;;;;;;;;
Triiodothyronine;D014284;03/02/6893;Musculoskeletal Pain;MESH:D059352;;ESR1|GCH1;7.88;1;;;;;;;;;;;;;;
Zidovudine;D015215;30516-87-1;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1;7.88;1;;;;;;;;;;;;;;
copanlisib;C000589253;;Pain;MESH:D010146;;AKT1|TNF;7.88;3;;;;;;;;;;;;;;
Hemagglutinins;D006388;;Pain;MESH:D010146;;CSF2|IL2|TNF;7.88;4;;;;;;;;;;;;;;
ipatasertib;C583616;;Pain;MESH:D010146;;AKT1|TNF;7.88;3;;;;;;;;;;;;;;
puerarin;C033607;3681-99-0;Angina, Stable;MESH:D060050;;TLR4|TNF;7.87;1;;;;;;;;;;;;;;
1;2-Dimethylhydrazine;D019813;540-73-8;Arthralgia;MESH:D018771;;MVK;7.87;1;;;;;;;;;;;;;
APETx1; Anthopleura elegantissima;C475726;;EPISODIC PAIN SYNDROME, FAMILIAL, 2;OMIM:615551;;SCN10A;7.87;1;;;;;;;;;;;;;
1-(3;4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one;C000603962;;Neuralgia;MESH:D009437;;HMGB1|TNF;7.87;2;;;;;;;;;;;;;
LR-90;C485003;;Neuralgia;MESH:D009437;;AGER|TNF;7.87;2;;;;;;;;;;;;;;
scolymoside;C458139;;Neuralgia;MESH:D009437;;HMGB1|TNF;7.87;2;;;;;;;;;;;;;;
Dinoprost;D015237;551-11-1;Angina, Stable;MESH:D060050;;MMP9|TNF;7.86;1;;;;;;;;;;;;;;
Telmisartan;D000077333;;Angina, Stable;MESH:D060050;;TLR4|TNF;7.86;1;;;;;;;;;;;;;;
bisphenol S;C543008;80-09-1;Arthralgia;MESH:D018771;;CSF3|MVK;7.86;2;;;;;;;;;;;;;;
tert-Butylhydroperoxide;D020122;75-91-2;Headache;MESH:D006261;;CSF3|IL6;7.86;2;;;;;;;;;;;;;;
diazoxon;C000912;962-58-3;Pain;MESH:D010146;;ALB|CNR1|TNF;7.86;4;;;;;;;;;;;;;;
Glyburide;D005905;10238-21-8;Angina, Stable;MESH:D060050;;TLR4|TNF;7.85;1;;;;;;;;;;;;;;
Pyridostigmine Bromide;D011729;101-26-8;Angina, Stable;MESH:D060050;;TLR4|TNF;7.85;1;;;;;;;;;;;;;;
Pentachlorophenol;D010416;87-86-5;Headache;MESH:D006261;;IL6;7.85;1;;;;;;;;;;;;;;
ferulic acid;C004999;1135-24-6;Angina, Stable;MESH:D060050;;TLR4|TNF;7.84;1;;;;;;;;;;;;;;
tungsten carbide;C002802;11130-73-7;Angina, Stable;MESH:D060050;;MMP9|TNF;7.84;1;;;;;;;;;;;;;;
Asbestos; Serpentine;D017632;;Angina, Unstable;MESH:D000789;;CXCL8|PAPPA|PLAU;7.84;3;;;;;;;;;;;;;
PGW5 compound;C000593032;;Pain;MESH:D010146;;DRD2|HRH1|HTR7;7.84;4;;;;;;;;;;;;;;
Gasoline;D005742;;Pain;MESH:D010146;;AKT1|NRG1;7.83;2;;;;;;;;;;;;;;
4-(5-benzo(1;3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide;C459179;;Angina Pectoris;MESH:D000787;;PLAU;7.82;1;;;;;;;;;;;;;
alachlor;C000188;15972-60-8;Angina, Stable;MESH:D060050;;MMP9|TNF;7.82;1;;;;;;;;;;;;;;
Chlorogenic Acid;D002726;327-97-9;Angina, Stable;MESH:D060050;;TLR4|TNF;7.82;1;;;;;;;;;;;;;;
2-amino-1-methyl-6-phenylimidazo(4;5-b)pyridine;C049584;105650-23-5;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1;7.82;1;;;;;;;;;;;;;
Xylenes;D014992;;Neuralgia;MESH:D009437;;CYP17A1|TAC1|TNF;7.82;3;;;;;;;;;;;;;;
Indinavir;D019469;150378-17-9;Angina, Stable;MESH:D060050;;MMP9|TNF;7.81;1;;;;;;;;;;;;;;
monomethylarsonic acid;C020300;124-58-3;Musculoskeletal Pain;MESH:D059352;;ESR1|GCH1;7.81;1;;;;;;;;;;;;;;
cypermethrin;C017160;52315-07-8;Neuralgia;MESH:D009437;;CACNA2D1|CYP17A1|GFRA1|GRM5|SCN10A|TAC1|TNF;7.81;7;;;;;;;;;;;;;;
1;3-dimethylthiourea;C038983;61805-96-7;Pain;MESH:D010146;;ALB|CSF2|EDN1|TAC1|TNF;7.81;8;;;;;;;;;;;;;
W 7;C017967;65595-90-6;Pain;MESH:D010146;;AKT1|HRH1|POMC|TAC1|TNF;7.81;10;;;;;;;;;;;;;;
4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole;C090942;;Angina, Stable;MESH:D060050;;MMP9|TNF;7.80;1;;;;;;;;;;;;;;
Progesterone;D011374;57-83-0;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1|GCH1;7.80;1;;;;;;;;;;;;;;
allicin;C006452;539-86-6;Pain;MESH:D010146;;ALB|TNF|TRPA1|TRPV1;7.80;8;;;;;;;;;;;;;;
3-methyladenine;C025946;5142-23-4;Angina, Stable;MESH:D060050;;MMP9|TNF;7.79;1;;;;;;;;;;;;;;
Flurbiprofen;D005480;5104-49-4;Angina, Stable;MESH:D060050;;MMP9|TNF;7.79;1;;;;;;;;;;;;;;
Metformin;D008687;657-24-9;Angina, Stable;MESH:D060050;;MMP9|TLR4|TNF;7.79;1;;;;;;;;;;;;;;
pimagedine;C004479;79-17-4;Neuralgia;MESH:D009437;;AGER|CXCR2|TNF;7.79;3;;;;;;;;;;;;;;
sorbinil;C026411;;Neuralgia;MESH:D009437;;TAC1|TNF;7.79;2;;;;;;;;;;;;;;
titanium dioxide;C009495;13463-67-7;Angina Pectoris;MESH:D000787;;PLAU;7.78;1;;;;;;;;;;;;;;
Ethanol;D000431;64-17-5;Arthralgia;MESH:D018771;;CSF3|MVK;7.78;2;;;;;;;;;;;;;;
Plasticizers;D010968;;Dysmenorrhea;MESH:D004412;;AVP|OXT;7.78;1;;;;;;;;;;;;;;
angelicae sinensis extract;C044613;;Neuralgia;MESH:D009437;;HMGB1|TNF;7.78;2;;;;;;;;;;;;;;
sesamol;C025583;533-31-3;Neuralgia;MESH:D009437;;HMGB1|TNF;7.78;2;;;;;;;;;;;;;;
entinostat;C118739;;Pain;MESH:D010146;;ALB|CACNA2D1|CNR1|EDN1|HGF|HOXD1|NRG1|OPRK1|PDYN|TAC1|TRPA1;7.78;14;;;;;;;;;;;;;;
Trichloroethylene;D014241;79-01-6;Angina Pectoris;MESH:D000787;;PLAU;7.77;1;;;;;;;;;;;;;;
Pentoxifylline;D010431;06/05/6493;Angina, Stable;MESH:D060050;;TLR4|TNF;7.77;1;;;;;;;;;;;;;;
4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole;C090942;;Angina, Unstable;MESH:D000789;;CXCL8|PLAU;7.77;2;;;;;;;;;;;;;;
2;4-dimethylphenol;C027804;105-67-9;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;7.77;1;;;;;;;;;;;;;
2-ethylphenol;C495777;;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;7.77;1;;;;;;;;;;;;;;
naphthoresorcinol;C027029;132-86-5;EPISODIC PAIN SYNDROME, FAMILIAL, 1;OMIM:615040;;TRPA1;7.77;1;;;;;;;;;;;;;;
BMS-764459;C584056;;Neuralgia;MESH:D009437;;CYP17A1|MIR135B;7.77;2;;;;;;;;;;;;;;
2;2';4;4'-tetrabromodiphenyl ether;C511295;;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1|GCH1;7.76;1;;;;;;;;;;;
4-hydroxy-2-nonenal;C027576;29343-52-0;Musculoskeletal Pain;MESH:D059352;;COMT|GCH1;7.76;1;;;;;;;;;;;;;;
Gonadal Steroid Hormones;D012739;;Pain;MESH:D010146;;IL2|PENK|TNF;7.76;4;;;;;;;;;;;;;;
perfluorooctanoic acid;C023036;335-67-1;Musculoskeletal Pain;MESH:D059352;;COMT|ESR1|GCH1;7.75;1;;;;;;;;;;;;;;
Dimaprit;D017259;65119-89-3;Neuralgia;MESH:D009437;;IL12B|TNF;7.75;2;;;;;;;;;;;;;;
Isocyanates;D017953;;Neuralgia;MESH:D009437;;IL12B|TNF;7.75;2;;;;;;;;;;;;;;
terameprocol;C076852;5701-82-6;Neuralgia;MESH:D009437;;IL12B|TNF;7.75;2;;;;;;;;;;;;;;
Ritanserin;D016713;87051-43-2;Pain;MESH:D010146;;HTR7|OXT|PDYN;7.75;5;;;;;;;;;;;;;;
Uric Acid;D014527;69-93-2;Angina, Stable;MESH:D060050;;MMP9|TNF;7.74;1;;;;;;;;;;;;;;
Telmisartan;D000077333;;Angina, Unstable;MESH:D000789;;CXCL8|PLAU;7.74;2;;;;;;;;;;;;;;
phosalone;C003117;2310-17-0;Neuralgia;MESH:D009437;;GAL|TNF;7.74;2;;;;;;;;;;;;;;
BESEB CDRI-08;C569478;;Pain;MESH:D010146;;GRIN1|HTR7;7.74;2;;;;;;;;;;;;;;
